,Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
891,"Early Non-Primary, Non-Secondary Syphilis",2013,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,22,1.9,1180480
892,"Early Non-Primary, Non-Secondary Syphilis",2012,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,9,0.8,1168855
893,"Early Non-Primary, Non-Secondary Syphilis",2011,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,5,0.4,1155996
894,"Early Non-Primary, Non-Secondary Syphilis",2010,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,15,1.3,1144085
895,"Early Non-Primary, Non-Secondary Syphilis",2009,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,15,1.4,1083033
896,"Early Non-Primary, Non-Secondary Syphilis",2008,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,9,0.8,1077788
897,Primary and Secondary Syphilis,2020,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,182,15.2,1194872
898,Primary and Secondary Syphilis,2019,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,120,10,1194872
899,Primary and Secondary Syphilis,2018,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,92,7.7,1197138
900,Primary and Secondary Syphilis,2017,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,94,7.8,1198979
901,Primary and Secondary Syphilis,2016,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,112,9.3,1200133
902,Primary and Secondary Syphilis,2015,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,91,7.6,1193564
903,Primary and Secondary Syphilis,2014,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,68,5.7,1186903
904,Primary and Secondary Syphilis,2013,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,46,3.9,1180480
905,Primary and Secondary Syphilis,2012,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,23,2,1168855
906,Primary and Secondary Syphilis,2011,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,14,1.2,1155996
907,Primary and Secondary Syphilis,2010,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,35,3.1,1144085
908,Primary and Secondary Syphilis,2009,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,33,3,1083033
909,Primary and Secondary Syphilis,2008,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,29,2.7,1077788
910,AIDS prevalence,2020,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,1327,111.7,1187616
911,AIDS prevalence,2019,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,1331,111.5,1193210
912,AIDS prevalence,2018,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,1343,112.1,1197989
913,AIDS prevalence,2017,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,1382,115.2,1199149
914,AIDS prevalence,2016,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,1389,115.7,1200346
915,AIDS prevalence,2015,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,1420,118.9,1193786
916,AIDS prevalence,2014,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,1439,121.2,1187177
917,AIDS prevalence,2013,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,1443,122.2,1180740
918,AIDS prevalence,2012,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,1403,120,1169051
919,AIDS prevalence,2011,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,1427,123.4,1156156
920,AIDS prevalence,2010,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,1452,126.9,1144121
921,AIDS prevalence,2009,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,1250,115.4,1083032
922,AIDS prevalence,2008,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,1214,112.6,1077785
923,HIV prevalence,2020,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,2380,200.4,1187616
924,HIV prevalence,2019,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,2359,197.7,1193210
925,HIV prevalence,2018,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,2345,195.7,1197989
926,HIV prevalence,2017,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,2400,200.1,1199149
927,HIV prevalence,2016,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,2406,200.4,1200346
928,HIV prevalence,2015,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,2425,203.1,1193786
929,HIV prevalence,2014,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,2375,200.1,1187177
930,HIV prevalence,2013,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,2350,199,1180740
931,HIV prevalence,2012,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,2291,196,1169051
932,HIV prevalence,2011,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,2309,199.7,1156156
933,HIV prevalence,2010,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,2321,202.9,1144121
934,HIV prevalence,2009,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,1993,184,1083032
935,HIV prevalence,2008,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,1939,179.9,1077785
936,Gonorrhea,2020,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,1478,100.6,1468639
937,Gonorrhea,2019,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,1487,101.3,1468639
938,Gonorrhea,2018,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,1133,79,1433602
939,Gonorrhea,2017,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,978,69.8,1401422
940,Gonorrhea,2016,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,635,46.4,1368722
941,Gonorrhea,2015,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,471,35.2,1339601
942,Gonorrhea,2014,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,443,33.5,1320548
943,Gonorrhea,2013,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,208,16,1300743
944,Gonorrhea,2012,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,166,12.9,1283850
945,Gonorrhea,2011,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,162,12.7,1270751
946,Gonorrhea,2010,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,146,11.6,1256862
947,Gonorrhea,2009,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,108,8.7,1238057
948,Gonorrhea,2008,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,186,15.2,1223514
949,Chlamydia,2020,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,6260,426.2,1468639
950,Chlamydia,2019,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,6854,466.7,1468639
951,Chlamydia,2018,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,6569,458.2,1433602
952,Chlamydia,2017,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,6193,441.9,1401422
953,Chlamydia,2016,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,5892,430.5,1368722
954,Chlamydia,2015,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,5628,420.1,1339601
955,Chlamydia,2014,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,5439,411.9,1320548
956,Chlamydia,2013,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,5416,416.4,1300743
957,Chlamydia,2012,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,4542,353.8,1283850
958,Chlamydia,2011,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,4677,368.1,1270751
959,Chlamydia,2010,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,4196,333.8,1256862
960,Chlamydia,2009,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,3827,309.1,1238057
961,Chlamydia,2008,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,4178,341.5,1223514
962,"Early Non-Primary, Non-Secondary Syphilis",2020,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,36,2.5,1468639
963,"Early Non-Primary, Non-Secondary Syphilis",2019,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,40,2.7,1468639
964,"Early Non-Primary, Non-Secondary Syphilis",2018,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,33,2.3,1433602
965,"Early Non-Primary, Non-Secondary Syphilis",2017,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,40,2.9,1401422
966,"Early Non-Primary, Non-Secondary Syphilis",2016,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,33,2.4,1368722
967,"Early Non-Primary, Non-Secondary Syphilis",2015,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,24,1.8,1339601
968,"Early Non-Primary, Non-Secondary Syphilis",2014,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,12,0.9,1320548
969,"Early Non-Primary, Non-Secondary Syphilis",2013,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,6,0.5,1300743
970,"Early Non-Primary, Non-Secondary Syphilis",2012,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,21,1.6,1283850
971,"Early Non-Primary, Non-Secondary Syphilis",2011,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,11,0.9,1270751
972,"Early Non-Primary, Non-Secondary Syphilis",2010,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,4,0.3,1256862
973,"Early Non-Primary, Non-Secondary Syphilis",2009,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,,,1238057
974,"Early Non-Primary, Non-Secondary Syphilis",2008,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,6,0.5,1223514
975,Primary and Secondary Syphilis,2020,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,66,4.5,1468639
976,Primary and Secondary Syphilis,2019,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,47,3.2,1468639
977,Primary and Secondary Syphilis,2018,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,46,3.2,1433602
978,Primary and Secondary Syphilis,2017,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,61,4.4,1401422
979,Primary and Secondary Syphilis,2016,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,50,3.7,1368722
980,Primary and Secondary Syphilis,2015,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,57,4.3,1339601
981,Primary and Secondary Syphilis,2014,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,12,0.9,1320548
982,Primary and Secondary Syphilis,2013,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,15,1.2,1300743
983,Primary and Secondary Syphilis,2012,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,26,2,1283850
984,Primary and Secondary Syphilis,2011,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,13,1,1270751
985,Primary and Secondary Syphilis,2010,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,6,0.5,1256862
986,Primary and Secondary Syphilis,2009,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,,,1238057
987,Primary and Secondary Syphilis,2008,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,7,0.6,1223514
988,AIDS prevalence,2020,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,617,40.9,1509161
989,AIDS prevalence,2019,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,613,41.7,1471081
990,AIDS prevalence,2018,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,568,39.6,1435098
991,AIDS prevalence,2017,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,552,39.3,1403036
992,AIDS prevalence,2016,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,538,39.3,1370088
993,AIDS prevalence,2015,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,510,38,1340738
994,AIDS prevalence,2014,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,494,37.4,1321438
995,AIDS prevalence,2013,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,500,38.4,1301401
996,AIDS prevalence,2012,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,478,37.2,1284310
997,AIDS prevalence,2011,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,452,35.6,1271028
998,AIDS prevalence,2010,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,429,34.1,1256920
999,AIDS prevalence,2009,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,341,27.5,1238079
1000,AIDS prevalence,2008,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,321,26.2,1223541
1001,HIV prevalence,2020,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,1265,83.8,1509161
1002,HIV prevalence,2019,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,1244,84.6,1471081
1003,HIV prevalence,2018,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,1171,81.6,1435098
1004,HIV prevalence,2017,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,1119,79.8,1403036
1005,HIV prevalence,2016,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,1067,77.9,1370088
1006,HIV prevalence,2015,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,1007,75.1,1340738
1007,HIV prevalence,2014,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,976,73.9,1321438
1008,HIV prevalence,2013,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,978,75.1,1301401
1009,HIV prevalence,2012,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,930,72.4,1284310
1010,HIV prevalence,2011,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,880,69.2,1271028
1011,HIV prevalence,2010,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,842,67,1256920
1012,HIV prevalence,2009,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,724,58.5,1238079
1013,HIV prevalence,2008,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,687,56.1,1223541
1014,Gonorrhea,2020,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,31038,290.7,10675286
1015,Gonorrhea,2019,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,29251,274,10675286
1016,Gonorrhea,2018,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,25405,237.5,10697486
1017,Gonorrhea,2017,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,23839,222.3,10723317
1018,Gonorrhea,2016,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,21174,197.2,10737003
1019,Gonorrhea,2015,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,17119,159.2,10751139
1020,Gonorrhea,2014,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,15954,148.3,10755556
1021,Gonorrhea,2013,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,16435,153,10741127
1022,Gonorrhea,2012,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,18118,169.3,10702958
1023,Gonorrhea,2011,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,16997,159.3,10668277
1024,Gonorrhea,2010,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,15737,148.1,10623643
1025,Gonorrhea,2009,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,19921,187.5,10626005
1026,Gonorrhea,2008,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,20640,195.4,10563353
1027,Chlamydia,2020,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,68671,643.3,10675286
1028,Chlamydia,2019,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,80966,758.4,10675286
1029,Chlamydia,2018,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,77278,722.4,10697486
1030,Chlamydia,2017,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,75439,703.5,10723317
1031,Chlamydia,2016,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,72141,671.9,10737003
1032,Chlamydia,2015,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,69569,647.1,10751139
1033,Chlamydia,2014,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,66480,618.1,10755556
1034,Chlamydia,2013,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,63716,593.2,10741127
1035,Chlamydia,2012,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,67600,631.6,10702958
1036,Chlamydia,2011,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,64843,607.8,10668277
1037,Chlamydia,2010,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,60491,569.4,10623643
