Indicator,Year,State,Age,Race,Sex,Cases,Rate per 100000,Population,total_STD,STD_per_100000
Chlamydia,2009,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,3827.0,309.1,1238057.0,3935.0,317.83673934237277
Chlamydia,2008,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,4178.0,341.5,1223514.0,4377.0,357.7400830722002
"Early Non-Primary, Non-Secondary Syphilis",2020,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,36.0,2.5,1468639.0,7840.0,533.8275777777928
"Early Non-Primary, Non-Secondary Syphilis",2019,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,40.0,2.7,1468639.0,8428.0,573.8646461111274
"Early Non-Primary, Non-Secondary Syphilis",2018,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,33.0,2.3,1433602.0,7781.0,542.7587294102548
"Early Non-Primary, Non-Secondary Syphilis",2017,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,40.0,2.9,1401422.0,7272.0,518.9015157461492
"Early Non-Primary, Non-Secondary Syphilis",2016,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,33.0,2.4,1368722.0,6610.0,482.93225359130633
"Early Non-Primary, Non-Secondary Syphilis",2015,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,24.0,1.8,1339601.0,6180.0,461.33139643819317
"Early Non-Primary, Non-Secondary Syphilis",2014,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,12.0,0.9,1320548.0,5906.0,447.2385706540012
"Early Non-Primary, Non-Secondary Syphilis",2013,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,6.0,0.5,1300743.0,5645.0,433.9827314081259
"Early Non-Primary, Non-Secondary Syphilis",2012,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,21.0,1.6,1283850.0,4755.0,370.3703703703704
"Early Non-Primary, Non-Secondary Syphilis",2011,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,11.0,0.9,1270751.0,4863.0,382.6870881864346
"Early Non-Primary, Non-Secondary Syphilis",2010,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,4.0,0.3,1256862.0,4352.0,346.2591756294645
"Early Non-Primary, Non-Secondary Syphilis",2009,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,,,1238057.0,3935.0,317.83673934237277
"Early Non-Primary, Non-Secondary Syphilis",2008,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,6.0,0.5,1223514.0,4377.0,357.7400830722002
Primary and Secondary Syphilis,2020,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,66.0,4.5,1468639.0,7840.0,533.8275777777928
Primary and Secondary Syphilis,2019,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,47.0,3.2,1468639.0,8428.0,573.8646461111274
Primary and Secondary Syphilis,2018,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,46.0,3.2,1433602.0,7781.0,542.7587294102548
Primary and Secondary Syphilis,2017,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,61.0,4.4,1401422.0,7272.0,518.9015157461492
Primary and Secondary Syphilis,2016,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,50.0,3.7,1368722.0,6610.0,482.93225359130633
Primary and Secondary Syphilis,2015,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,57.0,4.3,1339601.0,6180.0,461.33139643819317
Primary and Secondary Syphilis,2014,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,12.0,0.9,1320548.0,5906.0,447.2385706540012
Primary and Secondary Syphilis,2013,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,15.0,1.2,1300743.0,5645.0,433.9827314081259
Primary and Secondary Syphilis,2012,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,26.0,2.0,1283850.0,4755.0,370.3703703703704
Primary and Secondary Syphilis,2011,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,13.0,1.0,1270751.0,4863.0,382.6870881864346
Primary and Secondary Syphilis,2010,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,6.0,0.5,1256862.0,4352.0,346.2591756294645
Primary and Secondary Syphilis,2009,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,,,1238057.0,3935.0,317.83673934237277
Primary and Secondary Syphilis,2008,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,7.0,0.6,1223514.0,4377.0,357.7400830722002
AIDS prevalence,2020,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,617.0,40.9,1509161.0,7840.0,519.4939439860956
AIDS prevalence,2019,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,613.0,41.7,1471081.0,8428.0,572.9120286374441
AIDS prevalence,2018,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,568.0,39.6,1435098.0,7781.0,542.1929373464391
AIDS prevalence,2017,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,552.0,39.3,1403036.0,7272.0,518.3045909014451
AIDS prevalence,2016,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,538.0,39.3,1370088.0,6610.0,482.450762286802
AIDS prevalence,2015,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,510.0,38.0,1340738.0,6180.0,460.94016877272065
AIDS prevalence,2014,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,494.0,37.4,1321438.0,5906.0,446.9373515821401
AIDS prevalence,2013,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,500.0,38.4,1301401.0,5645.0,433.7633058526926
AIDS prevalence,2012,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,478.0,37.2,1284310.0,4755.0,370.2377151933723
AIDS prevalence,2011,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,452.0,35.6,1271028.0,4863.0,382.60368772363785
AIDS prevalence,2010,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,429.0,34.1,1256920.0,4352.0,346.2431976577666
AIDS prevalence,2009,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,341.0,27.5,1238079.0,3935.0,317.83109155393157
AIDS prevalence,2008,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,321.0,26.2,1223541.0,4377.0,357.73218878648123
HIV prevalence,2020,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,1265.0,83.8,1509161.0,7840.0,519.4939439860956
HIV prevalence,2019,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,1244.0,84.6,1471081.0,8428.0,572.9120286374441
HIV prevalence,2018,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,1171.0,81.6,1435098.0,7781.0,542.1929373464391
HIV prevalence,2017,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,1119.0,79.8,1403036.0,7272.0,518.3045909014451
HIV prevalence,2016,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,1067.0,77.9,1370088.0,6610.0,482.450762286802
HIV prevalence,2015,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,1007.0,75.1,1340738.0,6180.0,460.94016877272065
HIV prevalence,2014,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,976.0,73.9,1321438.0,5906.0,446.9373515821401
HIV prevalence,2013,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,978.0,75.1,1301401.0,5645.0,433.7633058526926
HIV prevalence,2012,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,930.0,72.4,1284310.0,4755.0,370.2377151933723
HIV prevalence,2011,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,880.0,69.2,1271028.0,4863.0,382.60368772363785
HIV prevalence,2010,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,842.0,67.0,1256920.0,4352.0,346.2431976577666
HIV prevalence,2009,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,724.0,58.5,1238079.0,3935.0,317.83109155393157
HIV prevalence,2008,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,687.0,56.1,1223541.0,4377.0,357.73218878648123
Gonorrhea,2020,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,31038.0,290.7,10675286.0,101176.0,947.7591513707456
Gonorrhea,2019,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,29251.0,274.0,10675286.0,111591.0,1045.3209403476403
Gonorrhea,2018,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,25405.0,237.5,10697486.0,105555.0,986.727161877099
Gonorrhea,2017,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,23839.0,222.3,10723317.0,101695.0,948.353946824476
Gonorrhea,2016,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,21174.0,197.2,10737003.0,95711.0,891.4126223118313
Gonorrhea,2015,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,17119.0,159.2,10751139.0,88662.0,824.6754134608436
Gonorrhea,2014,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,15954.0,148.3,10755556.0,84116.0,782.0702156169333
Gonorrhea,2013,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,16435.0,153.0,10741127.0,81757.0,761.158489234882
Gonorrhea,2012,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,18118.0,169.3,10702958.0,87212.0,814.8401591410525
Gonorrhea,2011,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,16997.0,159.3,10668277.0,83301.0,780.8289942227784
Gonorrhea,2010,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,15737.0,148.1,10623643.0,77638.0,730.80392479303
Gonorrhea,2009,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,19921.0,187.5,10626005.0,81449.0,766.5063210491619
Gonorrhea,2008,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,20640.0,195.4,10563353.0,80528.0,762.3337021871748
Chlamydia,2020,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,68671.0,643.3,10675286.0,101176.0,947.7591513707456
Chlamydia,2019,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,80966.0,758.4,10675286.0,111591.0,1045.3209403476403
Chlamydia,2018,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,77278.0,722.4,10697486.0,105555.0,986.727161877099
Chlamydia,2017,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,75439.0,703.5,10723317.0,101695.0,948.353946824476
Chlamydia,2016,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,72141.0,671.9,10737003.0,95711.0,891.4126223118313
Chlamydia,2015,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,69569.0,647.1,10751139.0,88662.0,824.6754134608436
Chlamydia,2014,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,66480.0,618.1,10755556.0,84116.0,782.0702156169333
Chlamydia,2013,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,63716.0,593.2,10741127.0,81757.0,761.158489234882
Chlamydia,2012,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,67600.0,631.6,10702958.0,87212.0,814.8401591410525
Chlamydia,2011,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,64843.0,607.8,10668277.0,83301.0,780.8289942227784
Chlamydia,2010,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,60491.0,569.4,10623643.0,77638.0,730.80392479303
Chlamydia,2009,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,60434.0,568.7,10626005.0,81449.0,766.5063210491619
Chlamydia,2008,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,59063.0,559.1,10563353.0,80528.0,762.3337021871748
"Early Non-Primary, Non-Secondary Syphilis",2020,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,,,10675286.0,101176.0,947.7591513707456
"Early Non-Primary, Non-Secondary Syphilis",2019,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,,,10675286.0,111591.0,1045.3209403476403
"Early Non-Primary, Non-Secondary Syphilis",2018,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,1464.0,13.7,10697486.0,105555.0,986.727161877099
"Early Non-Primary, Non-Secondary Syphilis",2017,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,1192.0,11.1,10723317.0,101695.0,948.353946824476
"Early Non-Primary, Non-Secondary Syphilis",2016,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,1136.0,10.6,10737003.0,95711.0,891.4126223118313
"Early Non-Primary, Non-Secondary Syphilis",2015,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,889.0,8.3,10751139.0,88662.0,824.6754134608436
"Early Non-Primary, Non-Secondary Syphilis",2014,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,819.0,7.6,10755556.0,84116.0,782.0702156169333
"Early Non-Primary, Non-Secondary Syphilis",2013,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,809.0,7.5,10741127.0,81757.0,761.158489234882
"Early Non-Primary, Non-Secondary Syphilis",2012,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,690.0,6.4,10702958.0,87212.0,814.8401591410525
"Early Non-Primary, Non-Secondary Syphilis",2011,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,581.0,5.4,10668277.0,83301.0,780.8289942227784
"Early Non-Primary, Non-Secondary Syphilis",2010,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,502.0,4.7,10623643.0,77638.0,730.80392479303
"Early Non-Primary, Non-Secondary Syphilis",2009,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,344.0,3.2,10626005.0,81449.0,766.5063210491619
"Early Non-Primary, Non-Secondary Syphilis",2008,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,271.0,2.6,10563353.0,80528.0,762.3337021871748
Primary and Secondary Syphilis,2020,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,1467.0,13.7,10675286.0,101176.0,947.7591513707456
Primary and Secondary Syphilis,2019,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,1374.0,12.9,10675286.0,111591.0,1045.3209403476403
Primary and Secondary Syphilis,2018,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,1408.0,13.2,10697486.0,105555.0,986.727161877099
Primary and Secondary Syphilis,2017,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,1225.0,11.4,10723317.0,101695.0,948.353946824476
Primary and Secondary Syphilis,2016,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,1260.0,11.7,10737003.0,95711.0,891.4126223118313
Primary and Secondary Syphilis,2015,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,1085.0,10.1,10751139.0,88662.0,824.6754134608436
Primary and Secondary Syphilis,2014,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,863.0,8.0,10755556.0,84116.0,782.0702156169333
Primary and Secondary Syphilis,2013,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,797.0,7.4,10741127.0,81757.0,761.158489234882
Primary and Secondary Syphilis,2012,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,804.0,7.5,10702958.0,87212.0,814.8401591410525
Primary and Secondary Syphilis,2011,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,880.0,8.2,10668277.0,83301.0,780.8289942227784
Primary and Secondary Syphilis,2010,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,908.0,8.5,10623643.0,77638.0,730.80392479303
Primary and Secondary Syphilis,2009,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,750.0,7.1,10626005.0,81449.0,766.5063210491619
Primary and Secondary Syphilis,2008,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,554.0,5.2,10563353.0,80528.0,762.3337021871748
AIDS prevalence,2020,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,17309.0,162.9,10625876.0,101176.0,952.1662025794391
AIDS prevalence,2019,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,17460.0,163.6,10671639.0,111591.0,1045.6781755829634
AIDS prevalence,2018,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,17588.0,164.4,10697686.0,105555.0,986.7087143892613
AIDS prevalence,2017,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,17432.0,162.6,10723912.0,101695.0,948.3013288434296
AIDS prevalence,2016,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,17381.0,161.9,10737028.0,95711.0,891.4105467546513
AIDS prevalence,2015,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,17320.0,161.1,10751114.0,88662.0,824.67733111192
AIDS prevalence,2014,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,17240.0,160.3,10755539.0,84116.0,782.071451742214
AIDS prevalence,2013,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,17045.0,158.7,10741235.0,81757.0,761.1508360072189
AIDS prevalence,2012,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,16794.0,156.9,10703066.0,87212.0,814.8319369421808
AIDS prevalence,2011,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,16489.0,154.6,10668364.0,83301.0,780.8226265995423
AIDS prevalence,2010,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,16025.0,150.8,10623649.0,77638.0,730.8035120512735
AIDS prevalence,2009,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,15611.0,146.9,10626004.0,81449.0,766.506393184117
AIDS prevalence,2008,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,15008.0,142.1,10563388.0,80528.0,762.3311763233538
HIV prevalence,2020,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,35793.0,336.8,10625876.0,101176.0,952.1662025794391
HIV prevalence,2019,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,35644.0,334.0,10671639.0,111591.0,1045.6781755829634
HIV prevalence,2018,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,35527.0,332.1,10697686.0,105555.0,986.7087143892613
HIV prevalence,2017,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,34704.0,323.6,10723912.0,101695.0,948.3013288434296
HIV prevalence,2016,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,34213.0,318.6,10737028.0,95711.0,891.4105467546513
HIV prevalence,2015,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,33646.0,313.0,10751114.0,88662.0,824.67733111192
HIV prevalence,2014,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,32910.0,306.0,10755539.0,84116.0,782.071451742214
HIV prevalence,2013,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,32132.0,299.1,10741235.0,81757.0,761.1508360072189
HIV prevalence,2012,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,31401.0,293.4,10703066.0,87212.0,814.8319369421808
HIV prevalence,2011,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,30606.0,286.9,10668364.0,83301.0,780.8226265995423
HIV prevalence,2010,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,29560.0,278.2,10623649.0,77638.0,730.8035120512735
HIV prevalence,2009,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,28375.0,267.0,10626004.0,81449.0,766.506393184117
HIV prevalence,2008,Illinois,Ages 13 years and older,All races/ethnicities,Both sexes,27263.0,258.1,10563388.0,80528.0,762.3311763233538
